0  1  31  65  87  
0  1  40  87  97  
0  1  38  40  97  
0  1  40  87  97  
0  1  40  63  99  
0  1  38  40  41  
0  1  35  63  99  
0  1  40  87  99  
0  1  29  38  40  
0  1  29  40  53  
0  1  31  65  87  
0  1  38  40  41  
0  1  40  53  65  
0  1  40  63  99  
0  1  40  86  87  
0  1  38  40  80  
0  1  5  87  97  
0  1  5  65  87  
0  1  10  38  40  
0  1  29  38  40  
0  1  40  63  99  
0  1  38  40  41  
0  1  40  87  97  
0  1  29  40  53  
0  1  38  40  99  
0  1  40  87  97  
0  1  40  63  99  
0  1  31  65  87  
0  1  40  87  97  
0  1  5  65  87  
0  1  40  87  97  
0  1  29  38  40  
0  1  5  87  97  
0  1  40  87  97  
0  1  29  40  53  
0  1  31  65  87  
0  1  40  63  99  
0  1  35  63  99  
0  1  40  65  87  
0  1  29  38  40  
0  1  40  87  97  
0  1  40  53  65  
0  1  40  87  99  
0  1  40  63  99  
0  1  5  87  97  
0  1  40  87  97  
0  1  38  40  43  
0  1  40  53  99  
0  1  40  87  97  
0  1  5  87  97  
0  1  38  40  41  
0  1  40  87  97  
0  1  5  87  97  
0  1  40  53  65  
0  1  31  87  97  
0  1  38  40  97  
0  1  10  38  40  
0  1  40  53  99  
0  1  38  40  67  
0  1  38  40  80  
0  1  40  87  97  
0  1  38  40  41  
0  1  29  38  40  
0  1  29  38  40  
0  1  40  63  99  
0  1  29  38  40  
0  1  35  63  99  
0  1  37  38  40  
0  1  38  40  41  
0  1  38  40  43  
0  1  29  38  40  
0  1  5  87  97  
0  1  29  38  40  
0  1  40  87  97  
0  1  40  87  97  
0  1  40  63  99  
0  1  35  63  99  
0  1  29  38  40  
0  1  38  40  41  
0  1  40  53  99  
0  1  29  38  40  
0  1  40  63  99  
0  1  40  87  97  
0  1  38  40  43  
0  1  40  87  97  
0  1  38  40  41  
0  1  35  63  99  
0  1  31  65  87  
0  1  40  87  99  
0  1  38  40  41  
0  1  40  63  99  
0  1  40  87  97  
0  1  40  53  99  
0  1  35  63  99  
0  1  40  87  97  
0  1  40  63  99  
0  1  40  87  97  
0  1  40  87  97  
0  1  40  63  99  
0  1  40  87  97  
0  1  31  65  87  
0  1  40  82  87  
0  1  38  40  43  
0  1  40  72  82  
0  1  40  87  97  
0  1  29  40  53  
0  1  40  65  87  
0  1  38  40  97  
0  1  40  87  97  
0  1  40  87  97  
0  1  38  40  41  
0  1  38  40  67  
0  1  40  87  99  
0  1  40  87  99  
0  1  40  63  99  
0  1  40  51  85  
0  1  40  63  99  
0  1  29  38  40  
0  1  40  82  87  
0  1  29  38  40  
0  1  29  40  53  
0  1  40  63  99  
0  1  40  53  65  
0  1  5  87  97  
0  1  40  87  97  
0  1  40  65  87  
0  1  29  40  53  
0  1  40  87  99  
0  1  29  40  53  
0  1  40  87  99  
0  1  29  40  53  
0  1  35  63  99  
0  1  35  63  99  
0  1  40  65  87  
0  1  40  51  85  
0  1  29  38  40  
0  1  40  53  65  
0  1  40  63  99  
0  1  40  87  97  
0  1  38  40  67  
0  1  35  63  99  
0  1  29  40  41  
0  1  29  38  40  
0  1  40  87  99  
0  1  40  87  97  
0  1  38  40  97  
0  1  38  40  67  
0  1  38  40  43  
0  1  40  82  87  
0  1  40  63  99  
0  1  40  87  97  
0  1  29  38  40  
0  1  40  87  99  
0  1  40  87  97  
0  1  38  40  67  
0  1  10  38  40  
0  1  35  63  99  
0  1  40  72  82  
0  1  38  40  97  
0  1  40  53  65  
0  1  29  38  40  
0  1  40  63  99  
0  1  37  38  40  
0  1  38  40  67  
0  1  40  87  99  
0  1  40  87  99  
0  1  38  40  41  
0  1  38  40  43  
0  1  29  40  53  
0  1  10  38  40  
0  1  38  40  97  
0  1  40  87  97  
0  1  31  65  87  
0  1  38  40  97  
0  1  31  87  97  
0  1  10  38  40  
0  1  5  87  97  
0  1  40  87  97  
0  1  40  82  87  
0  1  38  40  43  
0  1  29  38  40  
0  1  40  63  99  
0  1  38  40  41  
0  1  38  40  41  
0  1  29  40  87  
0  1  38  40  80  
0  1  38  40  67  
0  1  5  38  40  
0  1  38  40  43  
0  1  40  87  97  
0  1  40  87  97  
0  1  38  40  41  
0  1  38  40  97  
0  1  40  87  97  
0  1  40  87  97  
0  1  29  38  40  
0  1  40  87  99  
0  1  40  87  97  
0  1  40  87  97  
0  1  35  63  99  
