0  1  54  63  87  
0  1  54  63  64  
0  1  54  63  87  
0  1  25  63  74  
0  1  45  47  63  
0  1  40  74  95  
0  1  54  63  87  
0  1  40  95  99  
0  1  54  63  74  
0  1  54  63  64  
0  1  25  50  87  
0  1  54  63  99  
0  1  54  63  98  
0  1  41  54  98  
0  1  40  95  99  
0  1  28  63  87  
0  1  45  47  63  
0  1  54  63  95  
0  1  25  50  87  
0  1  28  63  74  
0  1  35  54  63  
0  1  45  47  63  
0  1  40  95  99  
0  1  54  63  74  
0  1  54  63  99  
0  1  54  63  64  
0  1  45  47  63  
0  1  54  63  87  
0  1  45  63  74  
0  1  54  63  87  
0  1  54  74  98  
0  1  54  63  95  
0  1  45  47  63  
0  1  54  63  74  
0  1  54  63  64  
0  1  28  63  87  
0  1  54  63  87  
0  1  54  63  87  
0  1  54  63  87  
0  1  54  63  99  
0  1  45  47  63  
0  1  54  74  98  
0  1  45  47  63  
0  1  28  63  65  
0  1  54  63  95  
0  1  54  63  64  
0  1  54  74  87  
0  1  54  63  64  
0  1  40  74  95  
0  1  54  63  87  
0  1  45  47  63  
0  1  40  95  99  
0  1  28  63  74  
0  1  60  90  95  
0  1  28  63  87  
0  1  54  74  87  
0  1  54  63  95  
0  1  54  63  64  
0  1  28  63  65  
0  1  54  63  64  
0  1  28  63  74  
0  1  35  54  63  
0  1  25  63  74  
0  1  60  90  95  
0  1  25  41  98  
0  1  25  63  74  
0  1  45  47  63  
0  1  35  74  99  
0  1  54  74  87  
0  1  41  54  98  
0  1  54  63  95  
0  1  25  41  98  
0  1  40  74  95  
0  1  54  63  87  
0  1  45  47  63  
0  1  28  63  87  
0  1  54  63  95  
0  1  35  74  99  
0  1  54  63  64  
0  1  54  63  74  
0  1  28  63  95  
0  1  54  63  87  
0  1  45  47  63  
0  1  54  63  99  
0  1  45  63  74  
0  1  54  63  98  
0  1  28  63  74  
0  1  28  63  87  
0  1  54  63  99  
0  1  54  63  99  
0  1  28  63  65  
0  1  25  50  87  
0  1  54  63  64  
0  1  28  63  87  
0  1  28  63  74  
0  1  45  47  63  
0  1  13  54  63  
0  1  25  41  98  
0  1  54  63  87  
0  1  54  63  87  
0  1  28  63  87  
0  1  28  63  87  
0  1  45  47  63  
0  1  54  63  87  
0  1  40  74  95  
0  1  54  63  98  
0  1  28  63  87  
0  1  54  63  98  
0  1  40  74  95  
0  1  47  54  74  
0  1  54  63  99  
0  1  28  63  74  
0  1  28  63  74  
0  1  28  63  74  
0  1  54  63  95  
0  1  54  63  64  
0  1  54  63  87  
0  1  28  63  74  
0  1  54  63  95  
0  1  28  63  74  
0  1  54  63  74  
0  1  54  63  87  
0  1  54  63  64  
0  1  25  50  87  
0  1  54  63  64  
0  1  54  63  74  
0  1  54  63  64  
0  1  54  63  99  
0  1  54  63  64  
0  1  54  63  90  
0  1  54  63  95  
0  1  54  63  87  
0  1  54  63  99  
0  1  28  63  87  
0  1  54  63  74  
0  1  54  63  74  
0  1  54  63  74  
0  1  54  63  87  
0  1  25  63  74  
0  1  25  41  98  
0  1  25  50  87  
0  1  25  74  87  
0  1  60  90  95  
0  1  54  63  99  
0  1  54  63  99  
0  1  25  41  98  
0  1  54  63  99  
0  1  54  63  87  
0  1  54  63  87  
0  1  25  63  74  
0  1  54  63  90  
0  1  54  63  95  
0  1  54  63  90  
0  1  40  74  95  
0  1  45  47  63  
0  1  54  63  98  
0  1  54  63  64  
0  1  28  63  65  
0  1  45  47  63  
0  1  54  74  87  
0  1  25  50  87  
0  1  25  50  87  
0  1  54  63  98  
0  1  25  50  87  
0  1  40  95  99  
0  1  54  63  99  
0  1  45  47  63  
0  1  40  74  95  
0  1  54  63  64  
0  1  28  63  74  
0  1  21  74  87  
0  1  40  74  95  
0  1  28  63  87  
0  1  54  63  87  
0  1  28  63  87  
0  1  54  63  98  
0  1  54  63  95  
0  1  45  47  63  
0  1  54  63  95  
0  1  54  63  87  
0  1  54  63  95  
0  1  54  63  90  
0  1  25  50  87  
0  1  28  63  74  
0  1  28  63  74  
0  1  54  63  74  
0  1  45  47  63  
0  1  40  95  99  
0  1  54  63  99  
0  1  54  63  99  
0  1  45  47  63  
0  1  54  63  98  
0  1  54  63  87  
0  1  45  47  63  
0  1  54  63  64  
0  1  13  54  63  
0  1  28  63  74  
0  1  54  63  64  
0  1  54  63  99  
0  1  54  63  87  
